pksid,pkid,pbid,layers,variables,constraints,method,best_solution_probs,in_constraints_probs,ARG,iteration_count,classcial,quantum,run_times
0,0,0,5,6,3,HeaSolver
0,0,0,5,6,3,PenaltySolver
0,0,0,1,6,3,ChocoSolver
0,0,0,5,6,3,QtoSolver
0,0,0,5,6,3,QtoSimplifySolver
0,0,0,5,6,3,QtoSimplifyDiscardSolver
0,0,0,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,1,5,6,3,HeaSolver
0,0,1,5,6,3,PenaltySolver
0,0,1,1,6,3,ChocoSolver
0,0,1,5,6,3,QtoSolver
0,0,1,5,6,3,QtoSimplifySolver
0,0,1,5,6,3,QtoSimplifyDiscardSolver
0,0,1,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,2,5,6,3,HeaSolver
0,0,2,5,6,3,PenaltySolver
0,0,2,1,6,3,ChocoSolver
0,0,2,5,6,3,QtoSolver
0,0,2,5,6,3,QtoSimplifySolver
0,0,2,5,6,3,QtoSimplifyDiscardSolver
0,0,2,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,3,5,6,3,HeaSolver
0,0,3,5,6,3,PenaltySolver
0,0,3,1,6,3,ChocoSolver
0,0,3,5,6,3,QtoSolver
0,0,3,5,6,3,QtoSimplifySolver
0,0,3,5,6,3,QtoSimplifyDiscardSolver
0,0,3,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,4,5,6,3,HeaSolver
0,0,4,5,6,3,PenaltySolver
0,0,4,1,6,3,ChocoSolver
0,0,4,5,6,3,QtoSolver
0,0,4,5,6,3,QtoSimplifySolver
0,0,4,5,6,3,QtoSimplifyDiscardSolver
0,0,4,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,5,5,6,3,HeaSolver
0,0,5,5,6,3,PenaltySolver
0,0,5,1,6,3,ChocoSolver
0,0,5,5,6,3,QtoSolver
0,0,5,5,6,3,QtoSimplifySolver
0,0,5,5,6,3,QtoSimplifyDiscardSolver
0,0,5,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,6,5,6,3,HeaSolver
0,0,6,5,6,3,PenaltySolver
0,0,6,1,6,3,ChocoSolver
0,0,6,5,6,3,QtoSolver
0,0,6,5,6,3,QtoSimplifySolver
0,0,6,5,6,3,QtoSimplifyDiscardSolver
0,0,6,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,7,5,6,3,HeaSolver
0,0,7,5,6,3,PenaltySolver
0,0,7,1,6,3,ChocoSolver
0,0,7,5,6,3,QtoSolver
0,0,7,5,6,3,QtoSimplifySolver
0,0,7,5,6,3,QtoSimplifyDiscardSolver
0,0,7,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,8,5,6,3,HeaSolver
0,0,8,5,6,3,PenaltySolver
0,0,8,1,6,3,ChocoSolver
0,0,8,5,6,3,QtoSolver
0,0,8,5,6,3,QtoSimplifySolver
0,0,8,5,6,3,QtoSimplifyDiscardSolver
0,0,8,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,9,5,6,3,HeaSolver
0,0,9,5,6,3,PenaltySolver
0,0,9,1,6,3,ChocoSolver
0,0,9,5,6,3,QtoSolver
0,0,9,5,6,3,QtoSimplifySolver
0,0,9,5,6,3,QtoSimplifyDiscardSolver
0,0,9,5,6,3,QtoSimplifyDiscardSegmentedSolver
1,0,0,5,8,6,HeaSolver
1,0,0,5,8,6,PenaltySolver
1,0,0,1,8,6,ChocoSolver
1,0,0,5,8,6,QtoSolver
1,0,0,5,8,6,QtoSimplifySolver
1,0,0,5,8,6,QtoSimplifyDiscardSolver
1,0,0,5,8,6,QtoSimplifyDiscardSegmentedSolver
1,0,1,5,8,6,HeaSolver
1,0,1,5,8,6,PenaltySolver
1,0,1,1,8,6,ChocoSolver
1,0,1,5,8,6,QtoSolver
1,0,1,5,8,6,QtoSimplifySolver
1,0,1,5,8,6,QtoSimplifyDiscardSolver
1,0,1,5,8,6,QtoSimplifyDiscardSegmentedSolver
1,0,2,5,8,6,HeaSolver
1,0,2,5,8,6,PenaltySolver
1,0,2,1,8,6,ChocoSolver
1,0,2,5,8,6,QtoSolver
1,0,2,5,8,6,QtoSimplifySolver
1,0,2,5,8,6,QtoSimplifyDiscardSolver
1,0,2,5,8,6,QtoSimplifyDiscardSegmentedSolver
1,0,3,5,8,6,HeaSolver
1,0,3,5,8,6,PenaltySolver
1,0,3,1,8,6,ChocoSolver
1,0,3,5,8,6,QtoSolver
1,0,3,5,8,6,QtoSimplifySolver
1,0,3,5,8,6,QtoSimplifyDiscardSolver
1,0,3,5,8,6,QtoSimplifyDiscardSegmentedSolver
1,0,4,5,8,6,HeaSolver
1,0,4,5,8,6,PenaltySolver
1,0,4,1,8,6,ChocoSolver
1,0,4,5,8,6,QtoSolver
1,0,4,5,8,6,QtoSimplifySolver
1,0,4,5,8,6,QtoSimplifyDiscardSolver
1,0,4,5,8,6,QtoSimplifyDiscardSegmentedSolver
1,0,5,5,8,6,HeaSolver
1,0,5,5,8,6,PenaltySolver
1,0,5,1,8,6,ChocoSolver
1,0,5,5,8,6,QtoSolver
1,0,5,5,8,6,QtoSimplifySolver
1,0,5,5,8,6,QtoSimplifyDiscardSolver
1,0,5,5,8,6,QtoSimplifyDiscardSegmentedSolver
1,0,6,5,8,6,HeaSolver
1,0,6,5,8,6,PenaltySolver
1,0,6,1,8,6,ChocoSolver
