pksid,pkid,pbid,layers,variables,constraints,method,best_solution_probs,in_constraints_probs,ARG,iteration_count,classcial,quantum,run_times
1,0,6,5,8,6,QtoSolver
1,0,6,5,8,6,QtoSimplifySolver
1,0,6,5,8,6,QtoSimplifyDiscardSolver
1,0,6,5,8,6,QtoSimplifyDiscardSegmentedSolver
1,0,7,5,8,6,HeaSolver
1,0,7,5,8,6,PenaltySolver
1,0,7,1,8,6,ChocoSolver
1,0,7,5,8,6,QtoSolver
1,0,7,5,8,6,QtoSimplifySolver
1,0,7,5,8,6,QtoSimplifyDiscardSolver
1,0,7,5,8,6,QtoSimplifyDiscardSegmentedSolver
1,0,8,5,8,6,HeaSolver
1,0,8,5,8,6,PenaltySolver
1,0,8,1,8,6,ChocoSolver
1,0,8,5,8,6,QtoSolver
1,0,8,5,8,6,QtoSimplifySolver
1,0,8,5,8,6,QtoSimplifyDiscardSolver
1,0,8,5,8,6,QtoSimplifyDiscardSegmentedSolver
1,0,9,5,8,6,HeaSolver
1,0,9,5,8,6,PenaltySolver
1,0,9,1,8,6,ChocoSolver
1,0,9,5,8,6,QtoSolver
1,0,9,5,8,6,QtoSimplifySolver
1,0,9,5,8,6,QtoSimplifyDiscardSolver
1,0,9,5,8,6,QtoSimplifyDiscardSegmentedSolver
2,0,0,5,7,4,HeaSolver
2,0,0,5,7,4,PenaltySolver
2,0,0,1,7,4,ChocoSolver
2,0,0,5,7,4,QtoSolver
2,0,0,5,7,4,QtoSimplifySolver
2,0,0,5,7,4,QtoSimplifyDiscardSolver
2,0,0,5,7,4,QtoSimplifyDiscardSegmentedSolver
2,0,1,5,7,4,HeaSolver
2,0,1,5,7,4,PenaltySolver
2,0,1,1,7,4,ChocoSolver
2,0,1,5,7,4,QtoSolver
2,0,1,5,7,4,QtoSimplifySolver
2,0,1,5,7,4,QtoSimplifyDiscardSolver
2,0,1,5,7,4,QtoSimplifyDiscardSegmentedSolver
2,0,2,5,7,4,HeaSolver
2,0,2,5,7,4,PenaltySolver
2,0,2,1,7,4,ChocoSolver
2,0,2,5,7,4,QtoSolver
2,0,2,5,7,4,QtoSimplifySolver
2,0,2,5,7,4,QtoSimplifyDiscardSolver
2,0,2,5,7,4,QtoSimplifyDiscardSegmentedSolver
2,0,3,5,7,4,HeaSolver
2,0,3,5,7,4,PenaltySolver
2,0,3,1,7,4,ChocoSolver
2,0,3,5,7,4,QtoSolver
2,0,3,5,7,4,QtoSimplifySolver
2,0,3,5,7,4,QtoSimplifyDiscardSolver
2,0,3,5,7,4,QtoSimplifyDiscardSegmentedSolver
2,0,4,5,7,4,HeaSolver
2,0,4,5,7,4,PenaltySolver
2,0,4,1,7,4,ChocoSolver
2,0,4,5,7,4,QtoSolver
2,0,4,5,7,4,QtoSimplifySolver
2,0,4,5,7,4,QtoSimplifyDiscardSolver
2,0,4,5,7,4,QtoSimplifyDiscardSegmentedSolver
2,0,5,5,7,4,HeaSolver
2,0,5,5,7,4,PenaltySolver
2,0,5,1,7,4,ChocoSolver
2,0,5,5,7,4,QtoSolver
2,0,5,5,7,4,QtoSimplifySolver
2,0,5,5,7,4,QtoSimplifyDiscardSolver
2,0,5,5,7,4,QtoSimplifyDiscardSegmentedSolver
2,0,6,5,7,4,HeaSolver
2,0,6,5,7,4,PenaltySolver
2,0,6,1,7,4,ChocoSolver
2,0,6,5,7,4,QtoSolver
2,0,6,5,7,4,QtoSimplifySolver
2,0,6,5,7,4,QtoSimplifyDiscardSolver
2,0,6,5,7,4,QtoSimplifyDiscardSegmentedSolver
2,0,7,5,7,4,HeaSolver
2,0,7,5,7,4,PenaltySolver
2,0,7,1,7,4,ChocoSolver
2,0,7,5,7,4,QtoSolver
2,0,7,5,7,4,QtoSimplifySolver
2,0,7,5,7,4,QtoSimplifyDiscardSolver
2,0,7,5,7,4,QtoSimplifyDiscardSegmentedSolver
2,0,8,5,7,4,HeaSolver
2,0,8,5,7,4,PenaltySolver
2,0,8,1,7,4,ChocoSolver
2,0,8,5,7,4,QtoSolver
2,0,8,5,7,4,QtoSimplifySolver
2,0,8,5,7,4,QtoSimplifyDiscardSolver
2,0,8,5,7,4,QtoSimplifyDiscardSegmentedSolver
2,0,9,5,7,4,HeaSolver
2,0,9,5,7,4,PenaltySolver
2,0,9,1,7,4,ChocoSolver
2,0,9,5,7,4,QtoSolver
2,0,9,5,7,4,QtoSimplifySolver
2,0,9,5,7,4,QtoSimplifyDiscardSolver
2,0,9,5,7,4,QtoSimplifyDiscardSegmentedSolver
