pksid,pkid,pbid,layers,variables,constraints,method,best_solution_probs,in_constraints_probs,ARG,iteration_count,classcial,quantum,run_times
0,0,7,5,6,3,PenaltySolver,1.07421875,4.8828125,45.72443179739798,71,3.158168125002703,28225.057748024,78
0,0,7,5,6,3,ChocoSolver,1.953125,6.15234375,48.078036199737255,71,4.397558165990631,32886.063435378004,78
0,0,7,5,6,3,QtoSolver,1.26953125,7.2265625,43.19269351729877,71,4.504628727991076,33616.79517753001,78
0,0,7,5,6,3,QtoSimplifySolver,2.24609375,7.12890625,46.70387959524823,71,4.505597596042207,33269.67615221596,78
0,0,7,5,6,3,QtoSimplifyDiscardSolver,0.5859375,21.484375,23.091841253708253,15,0.802155429006234,27513.055630322993,17
0,0,7,5,6,3,QtoSimplifyDiscardSegmentedSolver,40.854271356783926,100.0,0.30399725888420415,31,6.583448672005034,37026.442080347995,115
0,0,8,5,6,3,HeaSolver,1.46484375,5.859375,131.52392561684508,71,3.306911213003332,28099.443040048995,78
0,0,8,5,6,3,PenaltySolver,0.68359375,5.2734375,124.99670394531661,71,2.9967515140306205,28099.10654372897,78
0,0,8,5,6,3,ChocoSolver,1.07421875,5.76171875,123.76684554841643,71,3.9254777090063726,31424.14300041499,78
0,0,8,5,6,3,QtoSolver,1.85546875,7.6171875,125.98168929564788,71,4.392667651041847,32055.31993157196,78
0,0,8,5,6,3,QtoSimplifySolver,2.34375,6.15234375,124.36059554767424,71,4.198168222013919,31636.726228686985,78
0,0,8,5,6,3,QtoSimplifyDiscardSolver,12.20703125,24.70703125,59.38208000389739,15,0.9606062689854298,27514.129682612016,17
0,0,8,5,6,3,QtoSimplifyDiscardSegmentedSolver,25.13274336283186,100.0,1.537547406421934,31,6.827390477919835,37289.44962567807,120
0,0,9,5,6,3,HeaSolver,1.171875,5.17578125,63.257202108901744,71,3.16451135704483,28224.863415102955,78
0,0,9,5,6,3,PenaltySolver,1.3671875,5.2734375,57.28729244466419,71,2.987968664991058,27954.57282325001,78
0,0,9,5,6,3,ChocoSolver,1.7578125,6.4453125,62.251586875155255,71,4.122725623034057,32498.712241905963,78
0,0,9,5,6,3,QtoSolver,1.46484375,6.640625,61.1189574813319,71,4.376113903002988,32499.346147375996,78
0,0,9,5,6,3,QtoSimplifySolver,1.46484375,5.37109375,62.509826621087605,71,4.419938626004296,31848.023675266995,78
0,0,9,5,6,3,QtoSimplifyDiscardSolver,0.48828125,21.875,31.94598386675251,16,0.8849744229919452,27513.176675909006,18
0,0,9,5,6,3,QtoSimplifyDiscardSegmentedSolver,50.0250375563345,100.0,0.4047946917850603,28,5.722854506988369,36332.81128227201,102
