iteration_count, cost_function
1, 32.81793478260869
2, 34.2283356258597
3, 36.0066401062417
4, 34.303744798890435
5, 33.28811369509042
6, 32.55684754521965
7, 34.274932614555254
8, 32.84308510638297
9, 35.416347381864625
10, 34.29495472186287
11, 34.08010680907877
12, 32.99314128943759
13, 33.240866035182684
14, 32.984415584415586
15, 33.23056300268097
16, 33.87859007832899
17, 33.77656675749319
18, 35.06979865771812
19, 32.929634641407304
20, 33.305774278215225
21, 32.824086603518275
22, 32.489159891598916
23, 32.34550195567145
24, 33.812154696132595
25, 33.06985769728331
26, 33.68909825033647
27, 34.01358695652174
28, 32.78561736770693
29, 33.27506775067751
30, 33.464095744680854
31, 36.48205128205129
32, 31.249027237354078
33, 31.378378378378375
34, 32.02524544179523
35, 33.52393617021277
36, 32.041168658698545
37, 32.111402359108794
38, 32.24603174603175
39, 31.533967391304344
40, 31.02993197278912
41, 30.81818181818182
42, 30.54677206851119
43, 32.141918528252305
44, 34.084604715672675
45, 31.721621621621615
46, 31.553619302949063
47, 30.128590971272228
48, 30.392183288409704
49, 31.58244680851064
50, 30.69754768392371
51, 31.11733333333333
52, 31.067842605156038
53, 32.29294274300932
54, 30.142480211081796
55, 29.63306451612903
56, 30.842818428184287
57, 30.737400530503983
58, 29.43699731903485
59, 29.42322580645162
60, 30.298408488063657
61, 30.190798376184038
62, 30.640479360852197
63, 29.49003984063745
64, 29.658064516129034
65, 30.736486486486488
66, 29.633159268929504
67, 30.204884667571235
68, 30.383378016085793
69, 30.125802310654688
70, 30.556451612903235
71, 29.41392904073588
72, 29.445927903871834
73, 29.53183023872679
74, 28.77792732166891
75, 29.63695937090433
76, 30.326869806094187
77, 29.563249001331553
78, 29.548684210526318
79, 29.54239569313593
80, 30.733766233766225
81, 29.909803921568624
82, 30.76595744680851
83, 29.077319587628864
84, 28.730352303523034
85, 29.600258732212165
86, 29.946236559139784
87, 29.39867549668874
88, 29.837431693989075
89, 30.437165775401063
90, 30.07713125845738
91, 30.089214380825563
92, 29.361508452535755
93, 29.32411067193676
94, 29.0236220472441
95, 30.212765957446802
96, 29.017402945113783
97, 29.5045871559633
98, 28.990566037735853
99, 29.59023066485754
100, 28.90079365079366
101, 29.518324607329834
102, 29.900523560209425
103, 29.364864864864856
104, 30.3228346456693
105, 29.818783068783066
106, 30.403061224489797
107, 29.432469304229187
108, 29.392130257801895
109, 29.726666666666663
110, 29.731707317073166
111, 29.525265957446813
112, 30.06961178045515
113, 29.629973474801062
114, 28.87351778656127
115, 30.59945872801082
116, 29.06586021505376
117, 29.70295698924731
118, 29.395693135935403
119, 28.93475366178428
120, 29.903820816864297
121, 28.4332892998679
122, 29.93801652892562
123, 29.27127659574468
124, 29.757575757575754
125, 29.402925531914885
126, 29.131016042780743
127, 29.95179063360882
128, 29.878746594005445
129, 29.031007751937985
130, 29.963951935914547
131, 28.97786458333334
132, 28.745333333333335
133, 29.278067885117494
134, 28.788189987163033
135, 30.13324175824176
136, 29.782945736434105
137, 28.91941875825627
138, 29.436750998668444
139, 29.483443708609276
