iteration_count, cost_function
1, 30.720360824742272
2, 30.859459459459462
3, 29.593625498007967
4, 31.322990126939352
5, 30.763758389261742
6, 31.145527369826436
7, 29.58425414364641
8, 29.778231292517006
9, 30.300970873786408
10, 29.874172185430474
11, 31.48529411764707
12, 30.35462842242503
13, 29.599458728010834
14, 29.3728129205922
15, 31.056300268096514
16, 30.899603698811095
17, 31.945333333333334
18, 33.508064516129025
19, 30.40805369127516
20, 30.168010752688176
21, 29.91304347826088
22, 31.331521739130437
23, 29.936912751677855
24, 30.543741588156127
25, 31.0993288590604
26, 28.773154362416104
27, 29.538563829787233
28, 30.360054347826086
29, 31.297002724795643
30, 30.383177570093455
31, 29.87898936170212
32, 29.20536912751678
33, 29.791666666666664
34, 31.237086092715227
35, 29.361111111111104
36, 32.06995884773663
37, 31.23949044585988
38, 30.617021276595747
39, 30.74638633377135
40, 29.34871099050203
