iteration_count, cost_function
1, 23.967785234899328
2, 23.332882273342353
3, 23.35061391541609
4, 23.01521438450899
5, 23.30470914127424
6, 24.38888888888889
7, 23.511228533685596
8, 23.707182320441987
9, 23.425648021828106
10, 23.466113416320887
11, 23.44398907103825
12, 23.75609756097561
13, 24.336010709504684
14, 22.75944055944056
15, 23.224932249322492
16, 23.07797537619699
17, 23.924832214765097
18, 22.490144546649145
19, 23.694293478260875
20, 22.51232876712329
21, 23.050870147255687
22, 23.785907859078588
23, 22.902173913043484
24, 21.862800565770865
25, 20.751989389920425
26, 21.068245125348188
27, 21.545092838196283
28, 21.63355704697987
29, 22.508000000000003
30, 21.321917808219176
31, 23.178571428571427
32, 21.831550802139045
33, 21.709239130434785
34, 21.236241610738254
35, 23.05248990578735
36, 21.6049723756906
37, 21.130081300813007
38, 23.104194857916102
39, 22.189119170984455
40, 21.9312242090784
41, 21.579787234042556
42, 22.213438735177867
