iteration_count, cost_function
1, 22.836
2, 22.28838451268358
3, 22.687335092348288
4, 22.93148880105402
5, 22.328205128205127
6, 22.46484375
7, 23.097333333333335
8, 22.597112860892384
9, 23.831446540880503
10, 23.59370904325033
11, 23.729057591623036
12, 22.954727030625833
13, 22.994778067885115
14, 22.7049399198932
15, 23.189119170984455
16, 22.607416879795398
17, 22.918313570487484
18, 22.864229765013057
19, 23.419185282522996
20, 21.706849315068492
21, 23.074122236671
22, 22.544726301735647
23, 22.627163781624496
24, 22.172274562584118
25, 21.586251621271078
26, 21.35255570117955
27, 20.580052493438316
28, 20.357894736842102
29, 21.913630229419702
30, 21.248684210526317
31, 22.009370816599734
32, 21.421465968586393
33, 21.305555555555546
34, 20.377510040160647
35, 21.339947089947092
36, 21.509114583333336
37, 20.091655266757872
38, 19.990873533246408
39, 20.44545454545454
40, 20.25702811244979
