iteration_count, cost_function
1, 49.6919191919192
2, 48.592592592592595
3, 48.783208020050125
4, 48.35308343409915
5, 55.54936708860758
6, 48.1759493670886
7, 49.35732009925559
8, 50.00982800982802
9, 50.145911949685534
10, 49.69776119402985
11, 49.63308457711442
12, 51.012547051442915
13, 49.83246753246754
14, 48.5079950799508
15, 46.86934673366834
16, 47.323037323037326
17, 46.13863928112965
18, 49.07421383647798
19, 48.75184275184275
20, 47.63775510204081
21, 45.70162297128589
22, 47.57233502538071
23, 46.923076923076934
24, 46.023602484472036
25, 44.99749373433584
26, 47.17016029593095
27, 48.78364779874214
28, 57.39774153074028
29, 46.26231527093596
30, 55.723057644110284
31, 46.638993710691814
32, 46.15024630541873
33, 46.490297542043976
34, 46.06809583858765
35, 46.03562340966921
36, 46.08417085427135
37, 45.32382133995037
38, 49.45477386934674
39, 45.35138539042822
40, 45.422466422466414
41, 46.14698492462311
42, 45.442521631644
43, 44.8575
44, 44.075
45, 48.422305764411014
46, 45.71059431524547
47, 44.246249999999996
48, 45.10396039603961
49, 46.77535301668806
50, 43.775535939470366
51, 45.33496932515338
52, 44.49208282582217
53, 44.19408740359897
54, 44.49075215782984
