iteration_count, cost_function
1, 36.6710875331565
2, 35.96649484536082
3, 35.41160949868075
4, 36.4524765729585
5, 40.1046357615894
6, 35.985933503836314
7, 36.476
8, 36.49600000000001
9, 39.150993377483445
10, 34.84444444444445
11, 35.17569352708059
12, 36.650000000000006
13, 36.65954606141523
14, 36.25487646293888
15, 36.643328929986794
16, 36.162883845126835
17, 35.85676037483267
18, 37.37017994858611
19, 42.16358839050132
20, 35.78083989501312
21, 35.50639386189258
22, 35.63888888888889
23, 35.994784876140805
24, 31.58290155440414
25, 30.935099337748348
26, 32.38051948051949
27, 30.90318302387268
28, 27.761154855643042
29, 32.14321926489227
30, 29.079051383399207
31, 30.659151193633956
32, 29.201581027667984
33, 28.73796791443851
34, 29.28088426527958
35, 28.147135416666664
36, 29.115681233933163
37, 28.46363636363636
38, 29.10817941952507
39, 29.8313725490196
40, 28.938337801608576
41, 28.322623828647927
42, 31.25452196382429
43, 31.42451612903226
44, 28.812176165803113
45, 28.664010624169986
46, 30.09407216494846
47, 29.34935064935065
48, 27.93882978723404
49, 29.77506426735219
50, 29.23025435073628
51, 27.693196405648262
52, 28.595399188092014
53, 27.0317880794702
54, 30.17295188556567
55, 28.330188679245282
56, 26.39865771812081
57, 26.62516556291391
58, 27.515463917525775
59, 27.076612903225804
60, 27.223514211886307
61, 26.851994851994853
62, 29.182767624020894
63, 26.715223097112858
64, 27.202597402597398
65, 28.942010309278352
66, 28.396178343949053
67, 26.79920739762219
68, 26.891218872870244
69, 27.28053691275168
70, 29.159779614325064
71, 26.190661478599218
72, 26.507284768211917
73, 28.060606060606066
74, 28.226415094339625
75, 28.867279894875168
76, 27.010230179028135
77, 26.259067357512954
78, 27.690012970168613
79, 26.718050065876156
80, 28.25064935064935
81, 25.871595330739304
82, 27.363057324840767
83, 26.804150453955902
84, 27.102094240837694
85, 26.972
86, 26.612137203166228
87, 27.904336734693878
88, 26.96219035202086
89, 26.84745762711864
90, 27.579945799457995
91, 26.3843085106383
92, 26.4028314028314
93, 27.486149584487528
94, 27.22739018087856
95, 26.43569553805774
96, 26.863453815261046
97, 26.95460440985733
98, 26.104438642297648
99, 26.953947368421055
100, 26.497340425531917
101, 26.848684210526315
102, 27.08888888888889
103, 26.822538860103627
104, 26.879844961240313
105, 28.05172413793103
106, 27.026350461133074
107, 26.506596306068595
108, 26.982360922659435
109, 26.505194805194805
110, 26.63376623376623
111, 26.30446194225722
112, 26.803814713896454
113, 26.18134715025907
114, 27.282051282051277
115, 26.30939947780679
116, 26.945478723404253
117, 26.671736375158428
118, 27.217449664429527
119, 26.746938775510213
120, 26.38082191780822
121, 27.417670682730922
122, 27.26410256410257
123, 27.398148148148152
124, 27.116094986807386
125, 26.734720416124834
126, 26.306068601583114
127, 27.164199192462988
