iteration_count, cost_function
1, 47.52163164400495
2, 47.61125000000001
3, 47.506157635467986
4, 47.99119496855346
5, 47.260759493670896
6, 48.10641025641026
7, 45.171574903969265
8, 44.71980074719799
9, 46.206289308176096
10, 45.54806491885144
11, 45.99999999999999
12, 46.02496878901375
13, 44.758186397984886
14, 45.76273291925465
15, 45.39152119700748
16, 45.10687022900763
17, 45.4917617237009
18, 48.165432098765436
19, 49.743872549019606
20, 44.76144578313252
21, 45.92435897435897
22, 46.86722488038278
23, 46.049813200498114
24, 44.53291925465839
25, 43.325
26, 45.810810810810814
27, 41.066250000000004
28, 40.57534246575344
29, 41.03897685749087
30, 40.395465994962215
31, 40.73907615480649
32, 42.01616915422886
33, 49.33583959899748
34, 38.542821158690174
35, 42.669938650306754
36, 38.77586206896552
37, 38.157635467980306
38, 37.725219573400246
39, 37.714285714285715
40, 38.10506329113924
41, 42.223990208078334
42, 37.48454882571076
43, 45.61952440550688
44, 38.339285714285715
45, 38.185929648241206
46, 36.66869671132766
47, 39.11518987341773
48, 35.01102941176471
49, 41.58560794044665
50, 36.26474278544542
51, 34.37943696450428
52, 35.30798479087452
53, 39.398514851485146
54, 38.517543859649116
55, 33.767038413878566
56, 37.49563046192259
57, 36.55694618272841
58, 39.30859375
59, 36.40222772277228
60, 40.35324015247777
