iteration_count, cost_function
1, 42.89871611982881
2, 43.974540311173975
3, 43.53061224489796
4, 43.15426251691475
5, 43.69411764705882
6, 42.63231197771587
7, 43.12023460410557
8, 42.67267683772538
9, 42.93749999999999
10, 42.65701881331404
11, 43.80200860832138
12, 43.24184782608695
13, 43.59216255442671
14, 44.009831460674164
15, 43.04131054131054
16, 42.7868613138686
17, 43.74542897327708
18, 45.1129476584022
19, 43.988472622478376
20, 43.33567415730337
21, 43.757754800590845
22, 43.47832369942197
23, 43.68075801749272
24, 43.43641618497107
25, 43.96875
26, 42.57264957264958
27, 43.251396648044704
28, 44.662905500705214
29, 43.5875542691751
30, 45.09970674486804
31, 43.47308781869688
32, 43.56045519203414
33, 44.67688022284122
34, 43.81321839080459
35, 42.976775956284165
36, 42.86932599724897
37, 42.934081346423554
38, 44.329078014184404
39, 43.169757489301
40, 44.014306151645215
41, 42.89285714285716
42, 43.08100558659218
43, 43.06149341142021
44, 42.38633193863319
45, 43.86657101865136
46, 43.79796511627907
47, 43.6671490593343
48, 42.50212164073552
49, 43.08967391304347
50, 43.43270622286541
51, 43.034383954154734
52, 42.90344827586207
53, 43.03076923076923
54, 42.49719887955183
55, 41.97777777777778
56, 43.53194444444445
57, 41.56699576868829
58, 42.05949008498584
59, 41.89556509298998
60, 42.3015873015873
61, 41.43776824034335
62, 42.0113475177305
63, 41.780898876404486
64, 42.051775147929
65, 42.24463519313304
66, 42.13490959666203
67, 41.910891089108894
68, 41.2945301542777
69, 41.80774748923959
70, 42.29013254786451
71, 42.147790055248606
72, 42.591749644381224
73, 42.27080394922426
74, 42.02387640449439
75, 42.81717451523545
76, 41.442982456140356
77, 41.54430379746836
78, 41.853351955307275
79, 42.61847988077496
80, 41.88620199146515
81, 41.946839080459775
82, 41.87175792507204
83, 42.27581329561528
