iteration_count, cost_function
1, 18.264009962640095
2, 18.755915317559158
3, 18.586034912718205
4, 18.61648745519713
5, 19.429274292742928
6, 19.254681647940075
7, 18.132241813602015
8, 18.857673267326735
9, 16.880149812734082
10, 17.886168910648713
11, 17.40050062578223
12, 19.685819070904643
13, 17.775689223057647
14, 17.737100737100736
15, 18.00489596083231
16, 17.67570900123305
17, 16.669099756690997
18, 16.743749999999995
19, 21.71072319201995
20, 17.04358353510896
21, 17.342138364779878
22, 18.016795865633078
23, 22.27970297029703
24, 16.707107843137255
25, 19.71681415929204
26, 16.974326059050064
27, 20.870765370138017
28, 17.52136752136752
29, 19.651048088779284
30, 16.88998763906057
31, 17.248120300751886
32, 17.286755771567435
33, 17.463878326996195
34, 16.628915662650602
35, 17.143206854345163
36, 17.447466007416562
37, 17.250312891113897
38, 17.423707440100877
39, 16.74814814814815
40, 17.31017369727047
41, 16.719298245614034
42, 17.678313253012046
43, 17.93069306930693
44, 18.194479297365117
45, 17.256670902160096
46, 16.72536945812808
47, 16.947434292866085
48, 17.048192771084334
49, 16.39352428393524
50, 16.857317073170734
51, 16.418292682926825
52, 16.903067484662575
53, 17.117353308364542
54, 17.53982300884956
55, 17.021144278606965
56, 16.413122721749694
57, 17.572851805728515
58, 17.476190476190478
59, 17.214906832298144
60, 16.871202916160392
61, 16.85840707964602
62, 16.881462799495587
