iteration_count, cost_function
1, 52.272264631043264
2, 51.21144278606965
3, 50.770935960591125
4, 49.296855345911936
5, 50.4792973651192
6, 49.96721311475409
7, 49.866059817945384
8, 49.857324840764335
9, 51.77906976744186
10, 51.76196473551638
11, 51.453517587939686
12, 50.30064516129033
13, 50.69922879177377
14, 48.59842519685039
15, 49.446270543615675
16, 50.77131782945737
17, 47.97164948453607
18, 55.16450777202072
19, 50.32692307692308
20, 50.534504391468005
21, 50.800511508951395
22, 51.194162436548226
23, 49.30306905370843
24, 50.72215269086358
25, 51.67344345616264
26, 48.832493702770776
27, 49.912932138284255
28, 50.50950570342205
29, 48.421914357682624
30, 50.538944723618094
31, 49.585574572127136
32, 49.750320102432795
33, 50.412136536030346
34, 50.535031847133745
35, 50.997461928934
36, 51.87017994858612
37, 49.65456821026283
38, 51.277850589777216
39, 50.78524374176548
40, 48.50564617314931
41, 49.48764629388816
