iteration_count, cost_function
1, 34.8743093922652
2, 34.045152722443554
3, 34.87891156462586
4, 34.33997343957503
5, 35.74965612104539
6, 35.006702412868634
7, 35.201101928374655
8, 35.12402088772846
9, 34.85257301808066
10, 35.516733601070946
11, 36.397506925207765
12, 34.72184531886025
13, 34.43184885290148
14, 35.440052700922266
15, 34.356652949245536
16, 34.66531713900135
17, 36.37254901960784
18, 39.65853658536585
19, 36.066206896551726
20, 34.54816824966079
21, 35.49523809523809
22, 35.75033738191634
23, 34.44109589041096
24, 33.11454311454312
25, 34.13825503355706
26, 32.52680965147453
27, 32.83096774193548
28, 32.74864130434782
29, 33.33829499323409
30, 33.157608695652165
31, 33.323298429319365
32, 34.14383561643835
33, 32.97961956521739
34, 33.08344549125168
35, 34.392809587217045
36, 32.6914749661705
37, 33.517808219178086
38, 32.839095744680854
39, 32.679347826086946
40, 33.111260053619304
41, 33.828457446808514
42, 32.858938547486034
43, 33.48852901484481
44, 33.683098591549296
45, 33.140449438202246
46, 31.554200542005418
47, 32.050198150594454
48, 32.59052924791085
49, 33.80769230769231
50, 31.96518105849582
51, 32.70914127423823
52, 32.45442176870748
53, 32.02849389416553
54, 32.31903485254691
55, 32.433060109289606
56, 31.59109311740891
57, 32.30589849108368
58, 32.24399999999999
59, 31.17810026385224
60, 30.727027027027027
61, 30.62822252374491
62, 31.854816824966075
63, 30.830645161290324
64, 31.05698778833107
65, 31.13172043010753
66, 31.201602136181574
67, 30.172131147540988
68, 31.073509015256587
69, 32.48979591836734
70, 29.844101123595504
71, 30.098798397863813
72, 29.175000000000004
73, 29.533700137551573
74, 29.385026737967916
75, 29.352941176470594
76, 29.445652173913043
77, 29.802435723951284
78, 29.83001328021248
79, 29.78444747612551
80, 29.19863013698631
81, 29.35723771580345
82, 29.115079365079364
83, 29.56189151599444
