iteration_count, cost_function
1, 36.32793522267205
2, 35.251040221914
3, 34.42936288088642
4, 36.37823129251701
5, 35.924242424242415
6, 34.57417582417583
7, 34.01109570041609
8, 35.333333333333336
9, 34.9931506849315
10, 35.080381471389636
11, 34.7235294117647
12, 35.27548209366392
13, 35.699319727891144
14, 34.58581560283689
15, 35.54742547425475
16, 35.91924629878869
17, 36.25457102672292
18, 35.75142045454546
19, 39.22099447513811
20, 33.99864864864865
21, 35.94520547945205
22, 36.04275862068966
23, 36.5156037991859
24, 33.78720445062587
25, 32.15524475524475
26, 33.17945205479451
27, 32.84413793103449
28, 32.39660056657224
29, 32.83220568335589
30, 34.33521923620934
31, 31.983673469387757
32, 32.76954177897574
33, 31.98221614227086
34, 32.69627507163324
35, 31.11747851002865
36, 30.912798874824194
37, 32.600271002710016
38, 30.507002801120453
39, 31.580689655172417
40, 31.48126801152738
41, 30.630749014454665
42, 31.69713506139153
43, 31.433510638297875
44, 31.491428571428568
45, 31.52167832167832
46, 31.771905424200277
47, 31.50142045454545
48, 31.531375166889188
49, 31.18681318681319
50, 32.05756358768407
51, 31.390489913544673
52, 32.34657534246575
53, 31.745479833101523
54, 31.460905349794242
55, 30.705882352941178
56, 31.05379310344828
57, 31.54368932038835
