iteration_count, cost_function
1, 43.85080147965474
2, 46.75032341526519
3, 45.87734668335419
4, 46.329949238578685
5, 45.26037735849056
6, 44.71921182266009
7, 49.05463786531131
8, 44.88220230473751
9, 46.12344139650872
10, 46.65530303030303
11, 45.434243176178654
12, 46.83817951959544
13, 44.0
14, 47.531130876747135
15, 45.42857142857143
16, 46.63670411985018
17, 44.58830845771144
18, 45.18969849246231
19, 47.37516170763261
20, 43.185414091470946
21, 45.42458808618505
22, 45.75256410256409
23, 43.47538860103628
24, 43.04981320049812
25, 47.26640926640928
26, 47.288557213930346
27, 47.13350449293967
28, 46.2851711026616
29, 46.22307692307693
30, 45.087121212121225
31, 45.10012062726176
32, 44.683814303638634
33, 45.26854219948849
34, 45.66410256410256
35, 43.23156532988357
36, 44.52357320099256
37, 46.79775280898877
38, 45.116339869281035
39, 46.91254752851711
40, 43.335459183673464
41, 46.82846251588311
42, 45.20446096654274
43, 46.37837837837838
44, 45.83269476372924
45, 45.971499380421314
46, 46.753807106598984
47, 45.76269035532994
48, 43.30075187969925
49, 45.14671814671815
50, 47.28409090909092
51, 45.90676883780331
52, 44.852417302798976
53, 45.69727047146403
54, 45.35994930291508
55, 45.24472049689441
56, 46.64868255959849
57, 45.74101610904585
58, 44.560794044665016
59, 45.50308261405672
60, 45.18711276332094
61, 46.19570707070708
62, 45.71592356687899
63, 46.50449293966626
64, 47.42151898734177
65, 46.97066326530612
66, 45.71989860583016
67, 47.82007822685788
68, 46.58948685857321
69, 44.3825
70, 45.17677419354839
71, 45.91547464239273
72, 46.70239596469104
73, 44.36069651741292
