iteration_count, cost_function
1, 35.00247831474598
2, 34.198750000000004
3, 35.88667496886675
4, 34.16959798994975
5, 31.537966537966536
6, 32.32673267326733
7, 31.621249999999996
8, 31.658838071693452
9, 33.91770573566085
10, 32.0
11, 31.559300873907617
12, 30.46800501882057
13, 30.8287841191067
14, 31.946731234866824
15, 32.54735547355474
16, 31.718238993710692
17, 31.127340823970034
18, 33.75939849624061
19, 30.37952559300874
20, 29.15532734274711
21, 29.978670012547052
22, 28.794840294840288
23, 30.767412935323378
24, 29.185463659147864
25, 29.31790499390987
26, 29.9755501222494
27, 23.006075334143382
28, 25.41708542713567
29, 23.413233458177277
30, 32.53942428035044
31, 22.498727735368956
32, 28.029887920298872
33, 24.361567635903924
34, 24.082278481012658
35, 23.128361858190708
36, 23.469135802469136
37, 23.473225404732258
38, 22.945979899497488
39, 25.798525798525798
40, 28.467564259485922
41, 24.264173703256933
42, 23.25285895806862
43, 22.679754601226993
44, 24.800505050505052
45, 23.913814955640053
46, 25.495619524405512
47, 23.839460784313726
48, 24.480934809348092
49, 22.855721393034827
50, 25.126725219573398
51, 23.472010178117053
52, 23.280788177339897
53, 25.37259615384616
54, 22.16959798994975
55, 23.669950738916253
56, 27.18103448275862
57, 23.164634146341466
58, 23.54681647940075
59, 23.51842751842752
60, 25.29477611940299
61, 27.986111111111107
62, 22.302439024390242
63, 22.360696517412936
64, 22.652962515114872
65, 22.39081885856079
66, 21.945068664169792
