iteration_count, cost_function
1, 42.716112531969316
2, 44.54448871181938
3, 42.909316770186344
4, 41.78933680104032
5, 42.37294563843236
6, 39.723667905824044
7, 44.103053435114504
8, 43.23521850899743
9, 43.64583333333333
10, 43.07024265644954
11, 43.052835051546374
12, 43.18773946360154
13, 41.48627450980393
14, 43.646310432569976
15, 42.563682219419924
16, 44.46573604060913
17, 41.42264150943396
18, 44.46499339498019
19, 43.07575757575757
20, 41.38831168831169
21, 41.461437908496734
22, 43.09163346613546
23, 40.750326797385625
24, 41.094039735099344
25, 42.01935483870968
26, 42.810775295663596
27, 43.80026109660575
28, 40.932311621966804
29, 40.11853720050442
30, 40.93026151930262
31, 39.63705583756346
32, 39.753865979381445
33, 41.12820512820513
34, 39.57416879795395
35, 39.907284768211916
36, 40.04100529100529
37, 40.78664921465968
38, 39.20126582278481
39, 41.05759162303665
40, 38.030150753768844
41, 40.60516129032256
42, 40.24503311258279
43, 40.0736040609137
44, 40.493606138107424
45, 42.2808564231738
46, 40.129533678756474
47, 40.93041237113402
48, 40.98209718670077
49, 38.05941845764853
50, 39.587933247753526
51, 39.56832694763728
52, 38.101036269430054
53, 39.451327433628315
54, 40.387516254876466
55, 39.51275510204082
56, 39.43896103896103
57, 39.349367088607586
58, 38.958385876418674
59, 39.3196405648267
60, 37.55140186915887
61, 38.406005221932105
62, 39.168797953964194
63, 38.24163568773234
64, 40.06273525721455
65, 38.15324675324675
66, 39.32203389830509
67, 36.8481012658228
68, 39.068831168831174
69, 37.88642297650131
70, 38.860969387755105
71, 38.499348109517605
72, 39.85494223363286
73, 38.11223203026482
74, 38.34039900249376
75, 38.98498122653316
76, 39.02692307692309
77, 38.131168831168836
78, 38.95191122071516
79, 37.49238578680203
80, 38.47081712062257
81, 37.5585464333782
82, 38.20554854981084
83, 38.031766200762384
84, 38.93900889453621
85, 37.16349809885931
86, 37.25228758169935
87, 39.13530927835051
88, 40.42058449809402
89, 39.10602094240838
90, 38.74382314694408
91, 37.9371794871795
92, 35.7061170212766
93, 38.3751600512164
94, 38.930446194225716
95, 37.5253807106599
96, 38.39152759948653
97, 38.353470437018004
98, 37.82471626733922
99, 37.99874371859296
100, 38.33501259445843
101, 37.70417193426044
102, 36.802310654685485
103, 37.77763975155279
104, 37.98412698412698
105, 38.913043478260875
106, 38.81668773704172
107, 39.5
108, 37.612531969309465
109, 38.36766623207301
110, 38.99871959026889
111, 38.48523748395378
112, 38.74142480211082
113, 40.159793814432994
114, 37.92689295039164
115, 38.10892388451445
116, 37.992356687898095
117, 38.248684210526314
118, 39.865239294710314
119, 37.984455958549226
120, 37.33503836317134
121, 37.493540051679595
122, 38.93813131313132
