iteration_count, cost_function
1, 42.957160342717266
2, 43.070063694267525
3, 42.84025157232705
4, 42.99104859335039
5, 42.90542244640605
6, 42.726027397260275
7, 43.102171136653894
8, 42.023779724655824
9, 42.92704402515723
10, 42.90609137055837
11, 44.6587795765878
12, 43.06172839506173
13, 43.400000000000006
14, 43.44323671497583
15, 42.89895013123359
16, 43.31188118811881
17, 42.72989949748743
18, 47.485854858548585
19, 42.60275689223059
20, 42.83935242839351
21, 43.99153567110036
22, 43.18671679197994
23, 40.987468671679196
24, 41.04213135068154
25, 42.14661654135339
26, 41.78260869565217
27, 41.15075376884422
28, 40.73587223587224
29, 40.75875486381322
30, 41.38909541511772
31, 40.23750000000001
32, 39.64742785445421
33, 39.923558897243105
34, 40.247512437810954
35, 40.36139896373057
36, 39.41396508728179
37, 40.05689001264222
38, 39.13316892725032
39, 39.861250000000005
40, 38.65461346633416
41, 39.04665825977301
42, 39.44916344916345
43, 39.392500000000005
44, 38.25492610837439
45, 38.14249363867684
46, 39.19023136246787
47, 39.30284301606921
48, 38.75187032418953
49, 39.43640897755611
50, 38.9482120838471
51, 41.23478260869565
52, 37.3433962264151
53, 38.30569948186528
54, 38.02398989898988
55, 38.27764127764127
56, 38.818633540372666
57, 39.99874371859295
58, 38.3500611995104
59, 39.455990220048896
60, 38.974074074074075
61, 38.18980891719746
62, 38.416562107904646
63, 38.3236409608091
64, 38.77289836888331
65, 39.54303797468354
66, 38.941550190597205
67, 38.0834386852086
68, 39.28963795255931
69, 39.24055415617129
70, 39.234314980793854
71, 38.27826086956521
72, 37.48347613219094
73, 39.673723536737235
74, 39.17018633540372
75, 38.861596009975074
