iteration_count, cost_function
1, 36.18333333333334
2, 36.207692307692305
3, 34.842652795838745
4, 35.34346103038309
5, 39.66666666666667
6, 36.29265091863517
7, 35.55454545454545
8, 36.2671052631579
9, 39.38107752956636
10, 35.90438247011952
11, 35.19714656290532
12, 36.39308578745199
13, 35.143968871595334
14, 36.292
15, 35.87126137841352
16, 34.54057591623037
17, 35.89347536617842
18, 37.337164750957854
19, 42.3048128342246
20, 36.37270341207349
21, 33.905071521456435
22, 35.08792650918635
23, 34.96419098143236
24, 32.43790012804097
25, 31.267716535433074
26, 32.91723202170964
27, 32.72120418848167
28, 36.71352785145887
29, 32.537517053206
30, 32.25688073394495
31, 33.78299492385787
32, 32.40392156862745
33, 32.98153034300792
34, 33.815620998719595
35, 32.07936507936509
36, 32.373844121532365
37, 32.21475625823452
38, 32.27377892030848
39, 32.16180371352785
40, 32.59016393442623
41, 32.31404958677686
42, 33.33116036505867
43, 33.1342894393742
44, 32.66710526315789
45, 32.32894736842105
46, 32.131168831168836
47, 32.707349081364825
48, 32.23728813559322
49, 32.054193548387104
50, 32.05380577427822
51, 32.68308921438082
52, 33.69352708058124
53, 32.74214659685863
