iteration_count, cost_function
1, 34.58556149732619
2, 34.84015852047556
3, 36.34010840108401
4, 35.39755766621439
5, 35.64333781965007
6, 35.15803814713897
7, 35.96311475409836
8, 35.884057971014485
9, 35.1921052631579
10, 35.96443228454172
11, 35.07620320855615
12, 34.77763157894737
13, 35.21324503311258
14, 34.8800539083558
15, 36.657370517928285
16, 35.21751025991792
17, 35.182414698162724
18, 37.793715846994544
19, 35.91958495460441
20, 35.370418848167546
21, 36.35388739946381
22, 34.97382920110192
23, 34.29268292682927
24, 34.70877659574468
25, 34.26209677419355
26, 33.20263157894737
27, 34.248990578734855
28, 34.043708609271526
29, 34.40852819807427
30, 35.171159029649594
31, 34.51771117166213
32, 33.14580467675378
33, 34.0728476821192
34, 32.75474254742547
35, 33.18623481781376
36, 34.63487738419619
37, 35.762913907284776
38, 31.98259705488621
39, 33.435309973045825
40, 33.52179836512262
41, 31.46143437077131
42, 32.56110381077529
