iteration_count, cost_function
1, 48.315724815724806
2, 49.334174022698605
3, 47.773248407643315
4, 46.610763454317905
5, 49.128109452736325
6, 48.13550815558343
7, 46.254705144291094
8, 46.57610062893082
9, 47.26700251889167
10, 44.853383458646626
11, 45.9012987012987
12, 46.24004975124379
13, 44.504492939666235
14, 45.723270440251575
15, 46.01600985221674
16, 46.213836477987414
17, 46.91287386215864
18, 48.64025157232705
19, 48.79477611940299
20, 46.82558139534883
21, 46.36855345911949
22, 47.255189255189265
23, 47.1656288916563
24, 44.59186189889026
25, 45.58259773013871
26, 47.35916359163593
27, 46.93442622950819
28, 44.40176322418136
29, 43.21246819338422
30, 45.78089171974523
31, 45.65699873896597
32, 45.90909090909091
33, 46.076260762607625
34, 45.94458762886598
35, 45.401015228426395
36, 46.06171284634762
37, 45.25721455457967
38, 45.15181932245921
39, 45.21158690176322
40, 45.27770859277709
41, 47.037453183520604
42, 45.4309462915601
43, 47.45226130653267
44, 46.39617834394904
45, 44.93069306930694
46, 47.46455696202531
47, 47.03757575757576
48, 44.80657395701644
49, 46.52919708029196
50, 44.69912609238451
51, 45.59490445859872
52, 47.07033248081842
53, 45.29525032092427
54, 46.28841309823678
55, 44.387703889585936
56, 43.74531835205992
57, 45.46658259773013
58, 44.35723270440252
59, 46.268079800498754
60, 45.22277847309137
61, 46.42768079800498
62, 44.70588235294118
63, 47.52941176470588
64, 45.722222222222236
