iteration_count, cost_function
1, 47.579092159559835
2, 48.24863387978142
3, 49.52173913043478
4, 47.95623342175066
5, 48.34196185286103
6, 48.749307479224385
7, 47.27762039660057
8, 49.4896551724138
9, 49.21850899742931
10, 52.38998682476943
11, 48.24074074074074
12, 47.96091644204853
13, 47.434036939314
14, 50.593243243243236
15, 48.71951219512195
16, 47.548
17, 51.6078167115903
18, 47.62068965517242
19, 48.76675977653632
20, 47.34871099050204
21, 48.73633879781422
22, 48.00665778961384
23, 47.9879839786382
24, 46.676966292134836
25, 46.91877496671105
26, 46.70080862533693
27, 44.98778833107191
28, 46.81036834924966
29, 41.6076817558299
30, 49.24291497975709
31, 43.799180327868854
32, 42.08275862068966
33, 44.241743725231174
34, 43.69220246238031
35, 41.64657534246574
36, 41.20301783264746
37, 40.17837078651685
38, 42.9625
39, 42.73254281949934
40, 46.32539682539682
41, 40.983827493261465
42, 41.29315068493151
43, 43.99732977303071
44, 39.605156037991854
45, 41.215469613259664
46, 42.39487870619947
47, 40.71367521367521
48, 37.932203389830505
49, 44.419178082191785
50, 40.24156545209177
51, 43.08137931034482
52, 42.192098092643036
53, 41.39183673469386
