iteration_count, cost_function
1, 42.38257575757576
2, 44.8510101010101
3, 42.84230287859825
4, 41.97468354430381
5, 43.287313432835816
6, 41.393483709273184
7, 41.41430332922318
8, 41.135508155583445
9, 43.15203955500616
10, 42.852130325814535
11, 43.211633663366335
12, 42.492518703241906
13, 42.49936467598476
14, 42.67534076827758
15, 42.98002496878901
16, 41.962406015037594
17, 44.27939317319848
18, 45.10445859872612
19, 42.31234256926951
20, 42.56043956043956
21, 41.47103274559193
22, 41.85421994884909
23, 40.69510664993726
24, 39.71571072319202
25, 39.682896379525594
26, 39.888888888888886
27, 39.94578313253013
28, 40.974683544303794
29, 36.82044887780548
30, 37.42307692307693
31, 38.571964956195245
32, 37.95705521472392
33, 38.18444165621079
34, 37.576687116564415
35, 38.19413919413919
36, 37.73390036452005
37, 36.82262210796915
38, 37.15055079559363
39, 37.70273631840795
40, 36.68335419274092
41, 36.15809284818069
42, 37.574332909784
43, 37.09124087591241
44, 37.538754764930125
45, 37.42717258261934
46, 36.70318471337579
47, 38.21820448877804
48, 34.47858942065491
49, 35.554862842892774
50, 37.400735294117645
51, 34.56907477820025
