iteration_count, cost_function
1, 46.994528043775645
2, 46.63672922252011
3, 46.06469002695417
4, 46.884057971014485
5, 45.80628272251308
6, 46.03984575835475
7, 46.652925531914896
8, 45.387808041504535
9, 47.451187335092335
10, 46.703225806451606
11, 46.69507323568575
12, 46.54569190600523
13, 47.04070556309362
14, 45.00538358008076
15, 45.52469959946595
16, 45.347527472527474
17, 46.336387434554965
18, 48.53905249679898
19, 45.540897097625326
20, 44.711313394018205
21, 45.77218543046357
22, 45.36842105263159
23, 46.37694300518135
24, 43.66225165562914
25, 45.75761589403974
26, 47.03170409511229
27, 45.56119791666666
28, 44.35863874345549
29, 44.685305591677505
30, 44.98654104979811
31, 47.05897771952817
32, 46.18855656697009
33, 46.682959048877144
34, 45.65817694369973
35, 46.033854166666664
36, 44.9203187250996
37, 45.24707412223667
38, 44.167767503302514
39, 45.50594451783354
40, 45.75100401606426
41, 45.04881266490764
42, 44.73005319148936
43, 44.52879581151833
44, 45.48601864181092
45, 44.782666666666664
