iteration_count, cost_function
1, 42.9640564826701
2, 43.490396927016654
3, 42.971128608923884
4, 43.68475452196383
5, 42.47791164658633
6, 43.661229611041406
7, 42.89615384615385
8, 42.917617237008876
9, 43.08269720101781
10, 42.550706033376116
11, 43.95595854922279
12, 42.2781954887218
13, 44.69647355163728
14, 42.31007751937985
15, 42.34478371501272
16, 42.90863579474344
17, 42.287012987012986
18, 47.63249001331558
19, 41.88860759493672
20, 41.95558375634518
21, 43.457142857142856
22, 41.46163522012579
23, 41.8782722513089
24, 42.50999999999999
25, 43.7599486521181
26, 42.681933842239175
27, 42.15444015444015
28, 41.74967405475879
29, 43.84476067270375
30, 43.03116883116883
31, 41.40506329113924
32, 42.330827067669176
33, 43.580075662042866
34, 40.619771863117876
35, 43.18829516539441
36, 41.770573566084785
37, 43.0297157622739
38, 42.94155844155844
39, 40.94647519582245
40, 42.39385847797062
41, 40.057106598984774
42, 38.29908972691806
43, 42.56329113924052
44, 38.73929961089494
45, 43.719638242894064
46, 38.42302716688228
47, 41.35138539042821
48, 38.993489583333336
