Iteration,Cost
1,16.732421875
2,17.80078125
3,16.076171875
4,15.8935546875
5,17.177734375
6,16.49609375
7,16.720703125
8,16.9677734375
9,15.587890625
10,22.9716796875
11,17.421875
12,18.02734375
13,15.7783203125
14,16.826171875
15,18.109375
16,19.4013671875
17,15.6982421875
18,15.50390625
19,15.4990234375
20,15.65625
21,17.0126953125
22,19.2841796875
23,15.490234375
24,23.6533203125
25,13.658203125
26,18.9453125
27,14.58203125
28,16.1533203125
29,14.2548828125
30,13.537109375
31,12.0830078125
32,12.3359375
33,12.103515625
34,12.236328125
35,11.4111328125
36,12.9501953125
37,11.734375
38,11.21875
39,10.8603515625
40,10.7587890625
41,11.9326171875
42,10.7294921875
43,10.67578125
44,10.5849609375
45,12.34765625
46,10.73828125
47,12.36328125
48,10.6357421875
49,12.0751953125
50,10.8037109375
51,11.884765625
52,11.3310546875
53,11.220703125
54,10.7607421875
55,10.5634765625
56,10.6533203125
57,12.2509765625
58,10.302734375
59,12.1328125
60,10.4404296875
61,11.017578125
62,10.72265625
63,10.4453125
64,10.2880859375
65,10.2998046875
66,11.1025390625
67,10.189453125
68,10.2666015625
69,10.3857421875
70,10.4775390625
71,10.3017578125
72,10.5
73,10.388671875
74,10.87109375
75,10.279296875
76,10.3408203125
77,10.2529296875
78,10.3037109375
79,10.2822265625
80,10.755859375
81,10.4365234375
82,10.2099609375
83,10.22265625
84,10.2431640625
85,10.3037109375
86,10.154296875
87,10.2470703125
88,10.162109375
89,10.205078125
90,10.171875
91,10.0869140625
92,10.1962890625
93,10.0849609375
94,10.1064453125
95,10.150390625
96,10.1708984375
97,10.2470703125
98,10.201171875
99,10.1533203125
100,10.13671875
101,10.138671875
102,10.076171875
103,10.1103515625
104,10.0673828125
105,10.068359375
106,10.1064453125
107,10.091796875
108,10.0283203125
109,10.0693359375
110,10.154296875
111,10.068359375
112,10.1240234375
113,10.0869140625
114,10.107421875
115,10.0517578125
116,10.1220703125
117,10.0556640625
118,10.083984375
119,10.1826171875
120,10.0712890625
121,10.080078125
122,10.0478515625
123,10.009765625
124,10.0400390625
125,10.0615234375
126,10.13671875
127,10.0947265625
128,10.09765625
129,10.04296875
130,10.0546875
131,10.06640625
132,10.078125
133,10.1533203125
134,10.1201171875
135,10.0244140625
136,10.0849609375
137,10.0751953125
138,10.08203125
139,10.044921875
140,10.0888671875
141,10.064453125
142,10.04296875
143,10.0703125
144,10.03515625
145,10.1083984375
146,10.0869140625
147,10.0693359375
148,10.0888671875
149,10.0703125
150,10.0537109375
151,10.0986328125
152,10.0419921875
153,10.134765625
154,10.0341796875
155,10.0322265625
156,10.048828125
157,10.09375
158,10.0380859375
159,10.080078125
160,10.0712890625
161,10.1083984375
162,10.0771484375
163,10.0478515625
164,10.107421875
165,10.10546875
166,10.0625
167,10.064453125
168,10.0634765625
169,10.013671875
170,10.0947265625
171,10.0400390625
172,10.08203125
173,10.1064453125
174,10.0458984375
175,10.0986328125
176,10.0693359375
177,10.0654296875
178,10.0751953125
179,10.0576171875
180,10.0810546875
181,10.0693359375
182,10.072265625
183,10.03515625
184,10.109375
185,10.0966796875
186,10.09765625
187,10.0576171875
188,10.1044921875
189,10.0380859375
190,10.078125
191,10.05078125
192,10.0908203125
193,10.06640625
194,10.0927734375
195,10.0830078125
196,10.0458984375
197,10.0556640625
198,10.05078125
199,10.0390625
200,10.0888671875
201,10.0947265625
202,10.0654296875
203,10.0625
204,10.0595703125
205,10.0537109375
206,10.0478515625
207,10.0576171875
208,10.080078125
209,10.0849609375
210,10.0478515625
211,10.0576171875
212,10.072265625
213,10.0732421875
214,10.0498046875
215,10.1328125
216,10.06640625
217,10.078125
218,10.07421875
219,10.0419921875
220,10.146484375
221,10.0322265625
222,10.037109375
223,10.1220703125
224,10.0205078125
225,10.1142578125
226,10.0732421875
227,10.0283203125
228,10.0634765625
229,10.0859375
230,10.0859375
231,10.0546875
232,10.037109375
233,10.0869140625
234,10.0595703125
235,10.1103515625
236,10.087890625
237,10.09375
238,10.0751953125
239,10.0810546875
240,10.099609375
241,10.0986328125
242,10.1083984375
243,10.0224609375
244,10.076171875
245,10.0751953125
246,10.0517578125
247,10.0517578125
248,10.0732421875
249,10.064453125
250,10.080078125
251,10.048828125
252,10.0341796875
253,10.0927734375
254,10.095703125
255,10.064453125
256,10.1240234375
257,10.0322265625
258,10.0634765625
259,10.1044921875
260,10.0712890625
261,10.0322265625
262,10.0537109375
263,10.0654296875
264,10.0712890625
265,10.0712890625
266,10.04296875
267,10.0615234375
268,10.064453125
269,10.013671875
270,10.0703125
271,10.0322265625
272,10.052734375
273,10.1025390625
274,10.0615234375
275,10.0830078125
276,10.0322265625
277,10.0830078125
278,10.1142578125
279,10.08203125
280,10.0263671875
281,10.0869140625
282,10.041015625
283,10.103515625
284,10.0380859375
285,10.0693359375
286,10.0556640625
287,10.068359375
288,10.1298828125
289,10.095703125
290,10.115234375
291,10.052734375
292,10.0283203125
293,10.078125
294,10.080078125
295,10.0693359375
296,10.1240234375
297,10.0439453125
298,10.0791015625
299,10.0615234375
300,10.052734375
301,10.0478515625
