Iteration,Cost
1,3200.9453125
2,3200.9453125
3,3200.9453125
4,3200.9453125
5,3200.9453125
6,3200.9453125
7,3200.9453125
8,3200.9453125
9,3200.9453125
10,3200.9453125
11,3200.9453125
12,3200.9453125
13,3200.9453125
14,3200.9453125
15,3200.9453125
16,3193.8671875
17,3265.09375
18,3166.142578125
19,3218.4951171875
20,3268.54296875
21,3219.818359375
22,3244.3291015625
23,3230.2265625
24,3256.2939453125
25,3126.8857421875
26,3214.85546875
27,3241.935546875
28,3272.3681640625
29,3200.826171875
30,3209.5380859375
31,3246.041015625
32,3270.26171875
33,3206.20703125
34,3219.404296875
35,3190.5068359375
36,3277.3515625
37,3191.7216796875
38,3253.6064453125
39,3275.2314453125
40,3301.2001953125
41,3223.7177734375
42,3248.3603515625
43,3231.609375
44,3227.7568359375
45,3197.62890625
46,3247.6962890625
47,3283.5419921875
48,3222.1162109375
49,3251.6552734375
50,3216.560546875
51,3202.205078125
52,3172.447265625
53,3193.4541015625
54,3264.73828125
55,3259.5087890625
56,3263.9892578125
57,3186.263671875
58,3249.48828125
59,3190.9892578125
60,3250.03125
61,3168.7861328125
62,3234.95703125
63,3223.775390625
64,3161.689453125
65,3189.0126953125
66,3236.1220703125
67,3161.94140625
68,3216.78125
69,3138.10546875
70,3268.9365234375
71,3304.326171875
72,3327.919921875
73,3285.6025390625
74,3213.1416015625
75,3204.5498046875
76,3193.884765625
77,3220.7939453125
78,3257.0146484375
79,3244.9931640625
80,3205.7783203125
81,3264.6396484375
82,3202.537109375
83,3226.3017578125
84,3213.3310546875
85,3195.623046875
86,3245.7353515625
87,3191.5732421875
88,3236.1806640625
89,3231.3037109375
90,3236.3759765625
91,3175.060546875
92,3210.9873046875
93,3249.5029296875
94,3173.212890625
95,3269.2998046875
96,3191.85546875
97,3234.89453125
98,3260.04296875
99,3196.75390625
100,3245.583984375
101,3181.8369140625
102,3257.87109375
103,3166.216796875
104,3249.12890625
105,3195.79296875
106,3218.3583984375
107,3284.8134765625
108,3238.4306640625
109,3219.310546875
110,3169.2685546875
111,3153.8779296875
112,3292.576171875
113,3252.1279296875
114,3274.9794921875
115,3172.0947265625
116,3241.7666015625
117,3265.6748046875
118,3223.271484375
119,3208.8134765625
120,3294.1025390625
121,3218.75
122,3324.4365234375
123,3245.9033203125
124,3145.560546875
125,3203.2021484375
126,3249.5048828125
127,3215.5654296875
128,3252.134765625
129,3253.0283203125
130,3189.4287109375
131,3204.5205078125
132,3233.59375
133,3251.658203125
134,3273.2060546875
135,3210.6455078125
136,3255.330078125
137,3199.359375
138,3238.6474609375
139,3191.05078125
140,3201.7392578125
141,3205.6064453125
142,3197.2578125
143,3189.064453125
144,3252.00390625
145,3282.5283203125
146,3337.0595703125
147,3279.638671875
148,3267.5126953125
149,3238.0751953125
150,3238.3173828125
151,3239.10546875
152,3250.0126953125
153,3252.0400390625
154,3199.6337890625
155,3261.1318359375
156,3219.2119140625
157,3258.322265625
158,3252.044921875
159,3311.6728515625
160,3191.8505859375
161,3288.06640625
162,3188.0146484375
163,3188.8857421875
164,3279.279296875
165,3239.0556640625
166,3195.728515625
