pksid,pkid,pbid,layers,variables,constraints,method,best_solution_probs,in_constraints_probs,ARG,iteration_count,classcial,quantum,run_times
0,0,0,5,6,3,HeaSolver,2.1484375,7.8125,78.97691754183916,41,8.290872308134567,987.7197794708773,23040
0,0,0,5,6,3,PenaltySolver,3.90625,12.6953125,66.82972295060934,41,33.49987230804982,1021.027080063941,23040
0,0,0,1,6,3,ChocoSolver,43.75,63.0859375,23.763849410214682,29,6.152848641038872,697.8200852969894,16384
0,0,0,5,6,3,QtoSolver,6.640625,25.1953125,64.38387778237829,41,17.20882659399649,1065.3760536090122,23040
0,0,0,5,6,3,QtoSimplifySolver,7.03125,20.703125,64.3439274983237,41,14.092243847786449,904.8571208262001,23040
0,0,0,5,6,3,QtoSimplifyDiscardSolver,23.4375,61.9140625,24.00621446681253,25,4.779210306005552,605.8196303809527,14336
0,0,0,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,1,5,6,3,HeaSolver,1.5625,8.0078125,39.28014604270428,41,9.47780309378868,811.9200026232284,23040
0,0,1,5,6,3,PenaltySolver,4.4921875,6.640625,37.503566559781056,41,13.986528285080567,872.4942858639406,23040
0,0,1,1,6,3,ChocoSolver,10.7421875,55.859375,13.650985048412615,27,18.318108590086922,6512.241922977904,15360
0,0,1,5,6,3,QtoSolver,3.7109375,25.390625,27.0196161567306,41,11.644773302075919,1120.4436572619015,23040
0,0,1,5,6,3,QtoSimplifySolver,1.3671875,21.09375,31.239045502722153,41,13.757930523133837,1217.1651857308461,23040
0,0,1,5,6,3,QtoSimplifyDiscardSolver,16.796875,63.4765625,12.262737766407504,26,5.105948164011352,575.2833191390382,14848
0,0,1,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,2,5,6,3,HeaSolver,2.5390625,9.375,42.677832009911086,41,9.194487718166783,788.6746599338367,23040
0,0,2,5,6,3,PenaltySolver,1.5625,8.203125,45.80244138334878,41,11.438774512207601,778.060302162834,23040
0,0,2,1,6,3,ChocoSolver,3.3203125,61.5234375,14.303613274098193,28,7.378848804044537,6613.076194720925,15872
0,0,2,5,6,3,QtoSolver,3.515625,26.7578125,33.071484358464254,41,9.823262736143079,931.7703286868636,23040
0,0,2,5,6,3,QtoSimplifySolver,5.2734375,29.4921875,31.47841795301079,41,16.559619767940603,1166.9355573870707,23040
0,0,2,5,6,3,QtoSimplifyDiscardSolver,34.375,61.5234375,13.910546868044726,27,3.5257095400593244,570.3735279099201,15360
0,0,2,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,3,5,6,3,HeaSolver,1.5625,5.46875,40.337381096592445,41,10.755109941994306,886.6688661010121,23040
0,0,3,5,6,3,PenaltySolver,20.5078125,23.4375,30.207116155344732,41,13.308256691787392,1079.1538655001787,23040
0,0,3,1,6,3,ChocoSolver,11.5234375,58.203125,14.48963993935233,29,5.83663072634954,574.0442578906659,16384
0,0,3,5,6,3,QtoSolver,9.9609375,25.78125,30.339249307461195,41,13.450881274009589,1233.4364638569532,23040
0,0,3,5,6,3,QtoSimplifySolver,4.296875,22.265625,29.710427976212856,41,17.748111162043642,1389.6750131759327,23040
0,0,3,5,6,3,QtoSimplifyDiscardSolver,18.1640625,62.6953125,11.538213310200776,28,6.0830231620930135,6117.172938345873,15872
0,0,3,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,4,5,6,3,HeaSolver,1.5625,11.9140625,40.49244223782937,41,16.369720266142394,1062.4045637468225,23040
0,0,4,5,6,3,PenaltySolver,2.1484375,7.421875,36.52539060911939,41,9.497085902024992,846.3313765559578,23040
0,0,4,1,6,3,ChocoSolver,5.859375,54.296875,15.362601895494521,30,7.093462677905336,825.7810887630912,17408
0,0,4,5,6,3,QtoSolver,0.5859375,23.828125,31.83729618180987,41,13.761673412285745,1039.9850543527282,23040
0,0,4,5,6,3,QtoSimplifySolver,2.34375,26.171875,31.18045175274763,41,12.50470094330376,1235.1621843777248,23040
0,0,4,5,6,3,QtoSimplifyDiscardSolver,17.3828125,65.0390625,11.864130429624291,30,8.1878436471452,786.7056944318465,17408
0,0,4,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,5,5,6,3,HeaSolver,2.1484375,7.8125,64.0701822489532,41,11.293578907090705,714.2780482149101,23040
0,0,5,5,6,3,PenaltySolver,4.296875,9.1796875,55.571354129619095,41,8.076011399796698,662.5034846022027,23040
0,0,5,1,6,3,ChocoSolver,43.9453125,60.9375,21.153906235897395,25,4.767134060966782,489.8992218170315,14336
0,0,5,5,6,3,QtoSolver,4.4921875,25.5859375,48.82447913411701,41,9.241388566966634,914.9312587040477,23040
0,0,5,5,6,3,QtoSimplifySolver,11.328125,28.125,39.511588515325606,41,12.852461596252397,1203.0127236567205,23040
0,0,5,5,6,3,QtoSimplifyDiscardSolver,13.28125,63.28125,18.394270821070485,32,6.556477353908122,639.1397329660831,18432
0,0,5,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,6,5,6,3,HeaSolver,0.5859375,6.8359375,40.40136716913574,41,8.97000134299742,899.8018778359983,23040
0,0,6,5,6,3,PenaltySolver,2.1484375,20.1171875,31.24786930397824,41,10.358044148713816,879.4721989402897,23040
0,0,6,1,6,3,ChocoSolver,13.4765625,58.0078125,13.966175419788101,27,4.156354185950477,526.7660921800998,15360
0,0,6,5,6,3,QtoSolver,1.7578125,26.3671875,30.184836634006892,41,10.509875514137093,898.8865936378716,23040
0,0,6,5,6,3,QtoSimplifySolver,2.9296875,23.2421875,31.90633876390621,41,18.441204828035552,1176.0276762549765,23040
0,0,6,5,6,3,QtoSimplifyDiscardSolver,1.3671875,64.0625,11.154030534702713,27,5.502769733895548,639.2744829151197,15360
0,0,6,5,6,3,QtoSimplifyDiscardSegmentedSolver
0,0,7,5,6,3,HeaSolver,1.953125,7.2265625,41.13745115473439,41,35.65686948003713,1080.5156298829825,23040
0,0,7,5,6,3,PenaltySolver,0.5859375,11.1328125,34.26375324093177,41,15.495662370987702,689.577473020996,23040
0,0,7,1,6,3,ChocoSolver,0.390625,59.5703125,12.201985671999172,28,8.644310210016556,7448.703716005024,15872
0,0,7,5,6,3,QtoSolver,1.7578125,24.8046875,29.432779935653006,41,14.669345318805426,1021.7649361732183,23040
