pkid,method,layers,depth,num_params,latency_all
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,602,225,99996.44444444445
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,629,225,100782.22222222225
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,609,225,100238.22222222226
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,512,225,79303.11111111128
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,686,225,102353.77777777771
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,613,225,100359.11111111114
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,689,225,102414.22222222215
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,690,225,103711.99999999996
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,500,225,78940.44444444461
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,675,225,101930.66666666664
1,HeaSolver,5,548,225,80039.11111111126
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,683,225,103651.55555555552
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,601,225,99936.0
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,685,225,103591.1111111111
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,660,225,101567.99999999999
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,653,225,101084.44444444441
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,584,225,81297.7777777779
1,HeaSolver,5,538,225,79434.66666666682
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,626,225,100721.77777777781
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,523,225,80078.22222222236
1,HeaSolver,5,509,225,79303.11111111126
1,HeaSolver,5,511,225,78709.33333333349
1,HeaSolver,5,523,225,80078.22222222236
2,HeaSolver,5,891,315,140700.44444444418
2,HeaSolver,5,901,315,137560.88888888858
2,HeaSolver,5,922,315,143619.55555555524
2,HeaSolver,5,868,315,124014.22222222197
2,HeaSolver,5,1043,315,159502.2222222218
2,HeaSolver,5,905,315,138335.9999999997
2,HeaSolver,5,821,315,121034.66666666647
2,HeaSolver,5,982,315,140199.11111111075
2,HeaSolver,5,911,315,139573.33333333308
2,HeaSolver,5,922,315,143256.8888888886
2,HeaSolver,5,825,315,120853.33333333315
2,HeaSolver,5,871,315,133031.11111111086
2,HeaSolver,5,771,315,119583.99999999984
2,HeaSolver,5,768,315,108675.5555555554
2,HeaSolver,5,1074,315,159996.444444444
2,HeaSolver,5,959,315,141315.55555555518
2,HeaSolver,5,904,315,141596.44444444415
2,HeaSolver,5,871,315,123541.33333333312
2,HeaSolver,5,765,315,101852.44444444435
2,HeaSolver,5,1068,315,151391.99999999953
2,HeaSolver,5,710,315,103189.33333333327
2,HeaSolver,5,757,315,118919.11111111102
2,HeaSolver,5,979,315,145895.11111111077
2,HeaSolver,5,637,315,83111.11111111118
2,HeaSolver,5,621,315,82506.66666666676
2,HeaSolver,5,813,315,119786.66666666647
2,HeaSolver,5,821,315,119605.33333333314
2,HeaSolver,5,1026,315,159381.33333333294
2,HeaSolver,5,993,315,149226.6666666663
2,HeaSolver,5,858,315,126983.11111111085
2,HeaSolver,5,1043,315,156604.44444444403
2,HeaSolver,5,746,315,101066.6666666666
2,HeaSolver,5,929,315,140067.5555555552
2,HeaSolver,5,993,315,148924.4444444441
2,HeaSolver,5,666,315,100259.55555555555
2,HeaSolver,5,993,315,141991.11111111072
2,HeaSolver,5,715,315,100049.7777777777
2,HeaSolver,5,970,315,158826.66666666634
2,HeaSolver,5,965,315,143822.2222222218
2,HeaSolver,5,876,315,136181.3333333331
2,HeaSolver,5,1031,315,160629.33333333294
2,HeaSolver,5,843,315,119967.99999999981
2,HeaSolver,5,1028,315,160689.77777777737
2,HeaSolver,5,972,315,141688.8888888885
2,HeaSolver,5,909,315,138446.222222222
2,HeaSolver,5,893,315,142542.22222222193
2,HeaSolver,5,789,315,120127.99999999985
2,HeaSolver,5,1003,315,152135.11111111075
2,HeaSolver,5,851,315,119093.3333333331
2,HeaSolver,5,932,315,142492.44444444412
2,HeaSolver,5,899,315,140881.7777777775
2,HeaSolver,5,865,315,121991.1111111109
2,HeaSolver,5,974,315,144536.8888888885
2,HeaSolver,5,949,315,140067.55555555524
2,HeaSolver,5,876,315,140337.77777777752
2,HeaSolver,5,694,315,99797.3333333333
2,HeaSolver,5,970,315,136586.66666666628
2,HeaSolver,5,1121,315,164938.66666666613
2,HeaSolver,5,1141,315,183758.22222222172
2,HeaSolver,5,834,315,122463.9999999998
2,HeaSolver,5,781,315,115377.77777777762
2,HeaSolver,5,714,315,104558.22222222218
2,HeaSolver,5,855,315,125141.33333333311
2,HeaSolver,5,815,315,120369.7777777776
2,HeaSolver,5,944,315,142090.66666666634
2,HeaSolver,5,905,315,141063.11111111086
2,HeaSolver,5,971,315,144597.33333333296
2,HeaSolver,5,921,315,140117.33333333302
2,HeaSolver,5,957,315,145301.33333333296
2,HeaSolver,5,829,315,121749.33333333314
2,HeaSolver,5,657,315,102211.5555555555
2,HeaSolver,5,897,315,141123.55555555527
2,HeaSolver,5,1038,315,150495.9999999996
2,HeaSolver,5,652,315,100963.55555555556
2,HeaSolver,5,943,315,142926.22222222187
2,HeaSolver,5,856,315,121759.99999999978
2,HeaSolver,5,1131,315,176451.5555555551
2,HeaSolver,5,984,315,143409.7777777774
2,HeaSolver,5,735,315,100703.99999999996
2,HeaSolver,5,943,315,142211.5555555552
2,HeaSolver,5,1090,315,162431.9999999995
2,HeaSolver,5,821,315,122574.22222222202
2,HeaSolver,5,1044,315,159743.99999999962
2,HeaSolver,5,821,315,121859.55555555537
2,HeaSolver,5,692,315,99505.77777777772
2,HeaSolver,5,897,315,141304.88888888858
2,HeaSolver,5,956,315,143338.66666666634
2,HeaSolver,5,922,315,141233.77777777755
2,HeaSolver,5,967,315,141617.7777777775
2,HeaSolver,5,1091,315,162613.33333333282
2,HeaSolver,5,785,315,110275.5555555554
2,HeaSolver,5,1018,315,156654.2222222218
2,HeaSolver,5,648,315,104817.77777777777
2,HeaSolver,5,1163,315,164718.22222222164
2,HeaSolver,5,987,315,145191.11111111072
2,HeaSolver,5,709,315,107818.66666666658
2,HeaSolver,5,703,315,102947.55555555549
2,HeaSolver,5,620,315,82435.55555555565
2,HeaSolver,5,902,315,139644.44444444412
2,HeaSolver,5,927,315,138808.88888888858
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,716,420,97866.66666666657
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,621,420,95267.55555555558
3,HeaSolver,5,721,420,98289.7777777777
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,716,420,97866.6666666666
3,HeaSolver,5,715,420,97927.11111111104
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,616,420,94844.44444444448
3,HeaSolver,5,621,420,95267.55555555558
3,HeaSolver,5,715,420,97927.11111111104
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,635,420,95811.55555555556
3,HeaSolver,5,625,420,95207.11111111114
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,716,420,97866.66666666657
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,715,420,97927.11111111104
3,HeaSolver,5,621,420,95267.55555555558
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,715,420,97927.11111111104
3,HeaSolver,5,660,420,96113.77777777778
3,HeaSolver,5,721,420,98289.77777777768
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,621,420,95267.55555555558
3,HeaSolver,5,715,420,97927.11111111104
3,HeaSolver,5,621,420,95267.55555555556
3,HeaSolver,5,715,420,97927.11111111104
3,HeaSolver,5,721,420,98289.77777777768
3,HeaSolver,5,635,420,95811.55555555556
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,616,420,94844.44444444445
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,635,420,95811.55555555556
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,721,420,98289.7777777777
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,716,420,97866.6666666666
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,716,420,97866.66666666657
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,716,420,97866.6666666666
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,716,420,97866.6666666666
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,716,420,97866.66666666657
3,HeaSolver,5,635,420,95811.55555555556
3,HeaSolver,5,621,420,95267.55555555556
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,716,420,97866.66666666657
3,HeaSolver,5,660,420,96113.77777777778
3,HeaSolver,5,721,420,98289.7777777777
3,HeaSolver,5,715,420,97927.11111111104
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,635,420,95811.55555555556
3,HeaSolver,5,715,420,97927.11111111104
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,716,420,97866.6666666666
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,635,420,95811.55555555556
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,635,420,95811.55555555556
3,HeaSolver,5,721,420,98289.77777777768
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,635,420,95811.55555555556
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,651,420,95751.11111111112
3,HeaSolver,5,635,420,95811.55555555556
3,HeaSolver,5,635,420,95811.55555555556
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,615,420,94904.8888888889
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,712,420,97927.11111111104
3,HeaSolver,5,686,420,97080.88888888885
3,HeaSolver,5,716,420,97866.66666666658
3,HeaSolver,5,721,420,98289.77777777768
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,345,180,43473.777777777876
4,HeaSolver,5,257,180,40753.77777777784
4,HeaSolver,5,321,180,42506.66666666675
4,HeaSolver,5,321,180,42506.66666666675
5,HeaSolver,5,548,225,79736.88888888904
5,HeaSolver,5,613,225,100238.22222222228
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,501,225,78176.00000000016
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,652,225,101144.88888888889
5,HeaSolver,5,591,225,99633.77777777778
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,512,225,79303.11111111127
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,512,225,79303.11111111128
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,594,225,81127.11111111123
5,HeaSolver,5,490,225,78638.2222222224
5,HeaSolver,5,538,225,79616.00000000016
5,HeaSolver,5,606,225,100056.88888888892
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,675,225,103288.88888888888
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,501,225,77571.55555555574
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,716,225,104558.22222222215
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,615,225,100661.3333333333
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,701,225,103832.88888888883
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,669,225,101567.99999999999
5,HeaSolver,5,497,225,78055.11111111127
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,612,225,100238.22222222226
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,610,225,100117.33333333336
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,605,225,100056.88888888892
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,661,225,101628.44444444442
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,664,225,101326.22222222219
5,HeaSolver,5,509,225,79303.11111111128
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,615,225,100359.11111111114
5,HeaSolver,5,681,225,101930.66666666661
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,680,225,103409.77777777777
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,646,225,102986.66666666666
5,HeaSolver,5,523,225,80078.22222222236
5,HeaSolver,5,612,225,100359.11111111112
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,511,225,78709.33333333349
5,HeaSolver,5,533,225,79374.22222222235
5,HeaSolver,5,523,225,80078.22222222236
6,HeaSolver,5,497,300,69340.44444444467
6,HeaSolver,5,467,300,68433.777777778
6,HeaSolver,5,467,300,68433.777777778
6,HeaSolver,5,466,300,68796.44444444466
6,HeaSolver,5,497,300,69340.44444444467
6,HeaSolver,5,497,300,69340.44444444467
