Iteration,Cost
1,14.2900390625
2,14.734375
3,15.0166015625
4,15.2763671875
5,14.6279296875
6,14.5087890625
7,14.3173828125
8,14.1728515625
9,19.203125
10,15.6318359375
11,14.7060546875
12,15.27734375
13,15.029296875
14,15.0224609375
15,13.7470703125
16,15.4189453125
17,13.740234375
18,14.1376953125
19,14.8779296875
20,15.390625
21,15.9775390625
22,15.271484375
23,14.0146484375
24,13.72265625
25,14.359375
26,13.841796875
27,13.91015625
28,13.841796875
29,14.3193359375
30,13.689453125
31,18.0576171875
32,14.03125
33,13.7109375
34,13.6767578125
35,13.484375
36,13.5517578125
37,13.419921875
38,12.2802734375
39,12.1171875
40,12.8173828125
41,12.1337890625
42,13.10546875
43,12.107421875
44,13.3642578125
45,12.080078125
46,12.904296875
47,11.814453125
48,12.5390625
49,11.5234375
50,12.3994140625
51,12.419921875
52,12.7978515625
53,11.5537109375
54,11.4892578125
55,11.34375
56,11.416015625
57,11.611328125
58,11.55078125
59,11.5634765625
60,11.5869140625
61,11.51171875
62,11.421875
63,11.697265625
64,12.216796875
65,11.5400390625
66,11.5546875
67,11.3388671875
68,11.3994140625
69,11.513671875
70,11.4970703125
71,11.447265625
72,12.41796875
73,11.591796875
74,11.5595703125
75,11.3154296875
76,11.3154296875
77,11.3779296875
78,11.646484375
79,11.1474609375
80,11.294921875
81,11.296875
82,11.2919921875
83,11.38671875
84,11.2587890625
85,11.4541015625
86,11.2265625
87,11.2294921875
88,11.2529296875
89,11.1044921875
90,11.04296875
91,11.2861328125
92,11.1142578125
93,11.1171875
94,11.162109375
95,11.078125
96,11.10546875
97,11.0859375
98,11.1904296875
99,11.4296875
100,11.029296875
101,11.1103515625
102,11.0908203125
103,11.2763671875
104,11.0302734375
105,11.41015625
106,11.091796875
107,11.1962890625
108,11.1220703125
109,11.1845703125
110,11.0908203125
111,11.279296875
112,11.146484375
113,11.2939453125
114,11.11328125
115,11.0966796875
116,11.0771484375
117,11.103515625
118,11.0693359375
119,11.0498046875
120,11.140625
121,11.087890625
122,11.126953125
123,11.06640625
124,11.095703125
125,11.0517578125
126,11.11328125
127,11.1162109375
128,11.0712890625
129,11.1083984375
130,11.103515625
131,11.09375
132,11.1337890625
133,11.068359375
134,11.14453125
135,11.107421875
136,11.0791015625
137,11.1396484375
138,11.0947265625
139,11.0615234375
140,11.1005859375
141,11.0322265625
142,11.083984375
143,11.11328125
144,11.0693359375
145,11.0361328125
146,11.091796875
147,11.1181640625
148,11.0732421875
149,11.134765625
150,11.0947265625
151,11.0986328125
152,11.0625
153,11.068359375
154,11.0556640625
155,11.060546875
156,11.0771484375
157,11.041015625
158,11.091796875
159,11.1025390625
160,11.056640625
161,11.0703125
162,11.0869140625
163,11.0927734375
164,11.07421875
165,11.080078125
166,11.0283203125
167,11.1103515625
168,11.05859375
169,11.0556640625
170,11.10546875
171,11.0712890625
172,11.0576171875
173,11.05859375
174,11.0361328125
175,11.076171875
176,11.05078125
177,11.03125
178,11.09375
179,11.06640625
180,11.0458984375
181,11.078125
182,11.0791015625
183,11.0458984375
184,11.021484375
185,11.0703125
186,11.048828125
187,11.0693359375
188,11.10546875
189,11.03515625
190,11.068359375
191,11.11328125
192,11.0615234375
193,11.0458984375
194,11.0419921875
195,11.041015625
196,11.0693359375
197,11.0634765625
198,11.0498046875
199,11.064453125
200,11.064453125
201,11.0302734375
202,11.0419921875
203,11.068359375
204,11.04296875
205,11.0830078125
206,11.0673828125
207,11.0849609375
208,11.0546875
209,11.0859375
210,11.0771484375
211,11.05859375
212,11.064453125
213,11.0673828125
214,11.0888671875
215,11.052734375
216,11.0654296875
217,11.080078125
218,11.0615234375
219,11.041015625
220,11.0556640625
221,11.0654296875
222,11.0771484375
223,11.05859375
224,11.0390625
225,11.0859375
226,11.056640625
227,11.0498046875
228,11.08203125
229,11.0693359375
230,11.09375
231,11.048828125
232,11.0576171875
233,11.09765625
234,11.0517578125
235,11.052734375
236,11.04296875
237,11.056640625
238,11.052734375
239,11.0263671875
240,11.08984375
241,11.0654296875
242,11.0771484375
243,11.0869140625
244,11.05859375
245,11.0615234375
246,11.0625
247,11.0380859375
248,11.064453125
249,11.0693359375
250,11.0673828125
251,11.052734375
252,11.0859375
253,11.0400390625
254,11.048828125
255,11.0439453125
256,11.0419921875
257,11.080078125
258,11.0791015625
259,11.0439453125
260,11.0537109375
261,11.04296875
262,11.0546875
263,11.03515625
264,11.0517578125
265,11.037109375
266,11.0361328125
267,11.076171875
268,11.080078125
269,11.0595703125
270,11.087890625
271,11.0478515625
272,11.0263671875
273,11.0419921875
274,11.0556640625
275,11.08203125
276,11.0810546875
277,11.0478515625
278,11.080078125
279,11.04296875
280,11.021484375
281,11.0244140625
282,11.0283203125
283,11.0859375
284,11.0927734375
285,11.080078125
286,11.0791015625
287,11.091796875
288,11.06640625
289,11.033203125
290,11.0888671875
291,11.0654296875
292,11.05078125
293,11.044921875
294,11.0625
295,11.0419921875
296,11.068359375
297,11.0576171875
298,11.0556640625
299,11.0244140625
300,11.107421875
301,11.0703125
