pkid,method,layers,depth,num_params
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
