pkid,method,layers,depth,num_params
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
0,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
1,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
2,ChocoSolver,5
